_sid,date,dayoftheweek,col_1,col_2,col_3,col_4,col_5,col_6,col_7
655,2017/07/17,Mon,0.9683644611,-0.1111535343,-0.0156859877,0.0069663458,0.0064092196,-0.0058741878,0.0017905148
656,2017/07/18,Tue,0.2471462455,-0.0998563871,0.028748985,0.0287464511,0.0040566994,-0.0040557062,-0.0031386733
657,2017/07/19,Wed,2.2353394814,-1.7173099763,-1.1509912501,-0.9629833193,-0.9501059135,-0.9411819066,0.3649730589
658,2017/07/20,Thu,-2.7070878275,1.4525500149,-0.9347713252,0.7910225686,-0.7845194562,0.6027107291,-0.5715398208
659,2017/07/21,Fri,-3.3838597844,-3.3478495831,-2.5908695957,-2.3364160116,-1.3226629472,0.7583909567,0.7580270493
660,2017/07/22,Sat,2.4727109115,2.3944853692,0.9089651771,-0.4602687347,0.4534320228,0.2566913309,0.1415464487
661,2017/07/23,Sun,-0.061959165,0.0313739923,-0.0197621011,0.0005247066,-8.32303596580282E-05,2.32558524091237E-05,1.230426886063E-05
662,2017/07/24,Mon,0.986627592,-0.9866179296,0.9460918825,0.6464283619,-0.2506730474,0.0022187847,-0.0015016112
663,2017/07/25,Tue,0.6264575649,0.2581747427,-0.1626211709,0.08846935,-0.0117090733,0.0115351498,-0.0051229062
664,2017/07/26,Wed,1.6983229107,1.6802497771,-0.6515700065,0.4193101457,0.3987868652,0.3843489408,0.3841645143
665,2017/07/27,Thu,2.1163307445,-1.3330513279,0.7152792408,0.6018867272,0.2383020929,0.2360638061,0.1336375234
666,2017/07/28,Fri,0.7056000403,-0.2031445918,-0.0515628434,0.0507969424,-0.0225595656,0.0149712922,0.0040558097
667,2017/07/29,Sat,5.455784561,-5.45573113,0.6262350818,-0.4030061556,0.2978943708,0.0105449551,-0.0105423734
668,2017/07/30,Sun,-3.756010426,-3.3871264358,3.2479977607,1.3647015947,1.1417852841,1.0296486648,-0.9947618719
669,2017/07/31,Mon,0.2538233628,-0.2440251443,-0.2218914358,-0.1140474176,-0.0942976757,0.0606841502,-0.0096258819
670,2017/08/01,Tue,-1.9999804131,-1.8185770433,-0.0321923146,-0.0307879548,-0.0307731814,-0.0277508964,0.0251306113
671,2017/08/02,Wed,-2.2175420899,2.1319394034,-2.1319185244,0.9128505649,-0.5234119658,-0.0646796511,-0.0282109842
672,2017/08/03,Thu,-3.2872713465,3.2384430742,2.0620397893,-1.1217931769,-0.5935213473,0.1557250767,0.0421868247
673,2017/08/04,Fri,4.3003470291,0.4557830813,-0.355267447,0.2688672904,0.2663419155,0.173198909,0.1320742917
674,2017/08/05,Sat,-4.6095279679,-0.4885523997,-0.3640268226,-0.2712411763,-0.2308000729,-0.2286322499,-0.0997213293
675,2017/08/06,Sun,2.192601477,-0.2901946428,0.0384077688,-0.0364214013,-0.0006447289,-0.0006341475,0.0005856088
676,2017/08/07,Mon,-0.5587890489,0.5553740956,0.0783743968,-0.000693716,0.0006229068,-0.0005988611,-0.0003813176
677,2017/08/08,Tue,-1.93223554,-1.59762776,0,0,0,0,0
678,2017/08/09,Wed,1.541935368,-0.8388453918,-0.7137765004,-0.3668657436,0.3517964671,0.0527262729,-0.0526844522
679,2017/08/10,Thu,-0.1062046161,-0.1047844046,-0.0681400242,0.0365620916,0.0206980793,0.0061342603,-0.0018697877
680,2017/08/11,Fri,-0.1327557701,-0.1262579929,-0.1249143865,-0.0966700797,-0.0511464654,0.0206650975,-0.0083494773
681,2017/08/12,Sat,-4.9906484558,2.2164102043,0.0784571594,0.011071875,-0.0105598301,0,0
682,2017/08/13,Sun,6.6573825728,6.1249653132,5.2117545726,-4.7766853683,0,0,0
683,2017/08/14,Mon,-0.9482821413,-0.3908045996,0.2957618962,-0.2957589997,0.2804629775,0.2507329661,0.1868244328
684,2017/08/15,Tue,-0.6096212422,-0.5996159832,0.0159204963,0.0063033249,0.005304065,-0.0023556025,0.0015632576
685,2017/08/16,Wed,-2.716735086,-1.5379644796,1.5375879449,-0.8364803019,-0.103366483,-0.0531281453,0.0341899875
686,2017/08/17,Thu,3.9980806343,-3.9736469799,3.305179194,-0.8671959075,0.4391182117,-0.2453744478,-0.1011233458
687,2017/08/18,Fri,3.4163085737,1.3526024851,-0.0119723029,-0.0078656426,-0.0024637457,-0.0018787501,0.0007590858
688,2017/08/19,Sat,-5.7967066201,-0.7163171387,0.4847833517,-0.484778604,-0.3751656442,0.2924288902,0.2922885707
689,2017/08/20,Sun,6.7785512277,3.7378740071,-1.1393436977,-1.0401584178,-0.7931815913,0.208110904,0.2066276243
690,2017/08/21,Mon,-0.026551154,0.026550894,0.0263015109,-0.003481051,0.0018678377,-0.0010161431,0.0005528033
691,2017/08/22,Tue,-0.5588309964,0.2481839252,0.192067227,0.0033999597,0.0014011862,0.0012792063,0.0012655933
692,2017/08/23,Wed,-0.4758680064,-0.4049177639,-0.0071678239,-0.0047091643,0.0014354033,-0.0008020876,-0.0008020169
693,2017/08/24,Thu,1.6806681473,0.2371759025,0.1034477695,0.0426327381,-0.0003773556,0.0003578395,0.0003226955
694,2017/08/25,Fri,1.8980386951,0.5945203495,0.4429849366,0.1753888775,0.1198365052,0.1089670258,-0.0332143068
695,2017/08/26,Sat,4.4706789629,0.4738361391,-0.054389193,-0.0500394737,-0.0206221921,-0.0140903544,-0.0117887744
696,2017/08/27,Sun,4.7828320032,1.4981206449,-1.3566656397,-0.2270457282,-0.1731356387,-0.1431535115,-0.0448398001
697,2017/08/28,Mon,-0.2794154982,-0.2310287474,0.1976497091,-0.0348012951,0.0297732032,-0.0283962716,-0.0283826458
698,2017/08/29,Tue,-1.6635494853,-0.2055700047,0.1040935872,0.1040844124,0.0763136837,-0.0645781962,-0.0266138684
699,2017/08/30,Wed,-0.0265539279,-0.0039798286,0.0021651108,-0.0014652863,-0.0007531256,0.000727608,0.0007045897
700,2017/08/31,Thu,-3.1178642785,-0.3852842252,-0.3730955511,0.3350128229,-0.1353577921,-0.0568728824,0.0521252222
701,2017/09/01,Fri,-1.938908177,0.5909998057,0.5028838177,0.4981604088,-0.2598160604,-0.2342990958,0.061474191
702,2017/09/02,Sat,5.9015264726,4.5002588824,2.8654858724,2.7617420633,2.7420581557,-2.1065989597,-0.3525513442
703,2017/09/03,Sun,-4.4092159599,3.2592073249,2.9391151882,2.7040625024,0.0478671119,-0.0460193213,-0.0445634753
704,2017/09/04,Mon,-0.7509872468,-0.0265836739,0.0218469374,-0.0025076966,0.0013455621,0.0005107858,-0.0005107808
705,2017/09/05,Tue,1.4663806401,1.0926195132,-0.3330420325,0,0,0,0
706,2017/09/06,Wed,2.9997355803,1.3083789352,0.9592907703,0.9588304628,0.2597527224,0.0275305447,-0.0203500472
707,2017/09/07,Thu,3.3658839392,3.3418940999,-3.1690584929,1.770835181,-1.7704016334,-0.9366888517,-0.2933979085
708,2017/09/08,Fri,-1.3118742685,-0.497997625,-0.2559600504,-0.2466931156,-0.0369736758,-0.0330543428,-0.0327025867
709,2017/09/09,Sat,0.1062115506,-0.0168475596,-0.0017856309,0.0009714209,0.0006637347,-5.87492131527063E-06,2.37368937468023E-06
710,2017/09/10,Sun,6.2579766452,-4.2352231003,2.8106375566,0.3966371946,-0.3965400873,-0.3278707167,-0.0116060669
711,2017/09/11,Mon,-0.96611777,-0.5327431156,0.2858555281,-0.0798724648,0.0761785752,0.0107503211,-0.0028206139
712,2017/09/12,Tue,-1.9995103467,1.6432332675,-0.832076867,-0.4402374638,-0.4003067931,-0.0669936237,-0.0435651389
713,2017/09/13,Wed,1.541935368,1.2900689199,0.5420444354,0.2233865316,-0.2158176978,0.1432239371,0.1231825265
714,2017/09/14,Thu,3.6371897073,-1.0162871741,-0.6608791914,-0.6399719221,0.6304659458,-0.1000061909,-0.0167366061
715,2017/09/15,Fri,3.3511458792,2.8037550954,2.7739182251,1.1431829771,-1.0352417679,0.8760427073,-0.4569009518
716,2017/09/16,Sat,5.7827723177,5.779997504,5.3177482044,1.6656717954,-0.293284194,-0.1507417572,-0.0252274923
717,2017/09/17,Sun,-6.339048534,6.1242674337,5.5687806186,4.9784712934,-4.5628762161,0.6039046527,0.5513318846
718,2017/09/18,Mon,-0.4441126687,0.2797412381,-0.1893210251,-0.1443683476,-0.0919248139,0.0777886532,-0.0766332008
719,2017/09/19,Tue,1.3404583517,0.9987931589,0.6359695656,0.6158503256,-0.1877177203,-0.1220705509,0.101535201
720,2017/09/20,Wed,-2.8612579583,0.7507221382,-0.5851624344,0.2505564133,0.0044353309,0.0022796645,0.0017642111
721,2017/09/21,Thu,2.5469520286,2.512893147,-0.6593199718,0.0756799202,-0.0693622776,0.063572022,0.057805876
722,2017/09/22,Fri,-4.9999510328,3.783975418,-1.0573013766,1.048609147,0.9374530789,0.0993583192,-0.0639408673
723,2017/09/23,Sat,-5.9952410051,-1.7768010557,0.7890998586,-0.5832873832,-0.2403835128,0.0692072106,0.0301857461
724,2017/09/24,Sun,2.074580051,1.1439787925,0,0,0,0,0
725,2017/09/25,Mon,-0.3048106211,0.2306814386,-0.1024485493,0.0027201272,0.0023394982,0.0023383756,0.0005935344
726,2017/09/26,Tue,1.6829419696,1.6827936353,-0.9154752629,-0.2323690097,0.2104283472,0.083313875,-0.0832934775
727,2017/09/27,Wed,-1.1633449062,1.1630600884,-0.4699200595,-0.423768434,-0.3821494359,0.0033825229,-0.0022891966
728,2017/09/28,Thu,2.5469520286,-1.460376122,1.4386840755,-0.4019906277,0.1123224115,0.0158509396,0.0049649705
729,2017/09/29,Fri,4.469983318,-4.43323493,3.276961684,1.3768712806,1.1715846255,-1.1712977903,0.9742559181
730,2017/09/30,Sat,5.455784561,1.4780036173,-0.1956163654,0.0790363757,0.0653495421,-0.0290225596,0.0112544156
731,2017/10/01,Sun,5.4172347709,1.3750207464,-0.8848782845,-0.8844536832,0.8842371454,-0.8788332662,0.2305837496
732,2017/10/02,Mon,-0.1586226688,-0.1586086878,-0.1349606915,-0.0714053652,-0.0713990715,-0.0552550761,0.0544343316
733,2017/10/03,Tue,0.0707966055,0.0643751712,0.0201641565,-0.0193358991,-0.0174368885,0.0147554509,-0.0147553064
734,2017/10/04,Wed,1.2605011105,0.9754900635,-0.8016751336,-0.6113241477,-0.1811772688,0.0444340849,0.0066596567
735,2017/10/05,Thu,-2.9567227866,0.7251421339,0.3046808217,0.0902978221,0.0605202349,0,0
736,2017/10/06,Fri,-4.617292235,-0.0817349613,0.031695317,0.020181613,0.0028480294,0.0007228964,-0.0001772918
737,2017/10/07,Sat,3.3966458214,3.2303958139,2.8879630797,2.7466107254,-1.1760511125,-0.8622692916,-0.2188640912
738,2017/10/08,Sun,6.9255077264,4.4097339881,-2.232937778,-1.9000146254,-1.5896579496,1.203057103,1.093936728
739,2017/10/09,Mon,0,0,0,0,0,0,0
740,2017/10/10,Tue,0.0707966055,0.0700432055,-0.0599233617,-0.0509889996,-0.0388820926,-0.0371858974,-0.0013163177
741,2017/10/11,Wed,-1.720145616,-1.2611941147,-0.6672759699,0.6617901964,0.6408541069,0.5511790109,0.2916192716
742,2017/10/12,Thu,-0.7043024798,-0.589258641,-0.0728165304,-0.0705129402,0.0696690148,-0.0352779954,-0.0059039736
743,2017/10/13,Fri,2.0605924262,1.166517109,-1.1214866228,0.7589906964,0.7518617667,0.4145966388,-0.1775230956
744,2017/10/14,Sat,5.9436441342,-3.9444036431,-3.9024282724,3.8993329997,3.8578372595,-3.4640588629,3.136976751
745,2017/10/15,Sun,-2.9972786865,-2.5503949983,1.3684728863,0.428645096,0.4255899915,-0.3539950057,-0.3366685974
746,2017/10/16,Mon,0.9510546533,-0.2657394098,-0.0832372318,-0.0708268539,0.0203912861,0.0202459503,0.0003583923
747,2017/10/17,Tue,1.9990403172,1.4895112486,-1.4206253047,0.6309176953,-0.5247814036,0.5169864374,-0.3912566258
748,2017/10/18,Wed,-2.6937830421,-2.6577606763,-2.6564853726,2.4347260857,2.0487513571,0.3070611367,-0.1934141235
749,2017/10/19,Thu,1.015293451,-1.0152835078,-0.3008981302,-0.0763749753,-0.0080947936,0.0063096169,-0.0049181323
750,2017/10/20,Fri,4.3003470291,-3.9413607157,-1.7190826319,0.9352172431,-0.5018122451,-0.4581271059,-0.3898219691
751,2017/10/21,Sat,4.9609720769,3.389642288,0.0600031939,0.0252113642,-0.0167311155,0.0166288659,-0.0107013093
752,2017/10/22,Sun,5.9563246717,5.6964855378,0.8537733573,-0.3791715642,-0.3461628787,-0.0488505082,-0.0363991566
753,2017/10/23,Mon,-0.2623748537,-0.03242248,-0.0171541728,0.0163608378,0.0062107007,-0.0061727449,0.0059344615
754,2017/10/24,Tue,1.9671754909,-1.8863723307,-1.8729274913,-0.475392754,0.2035549385,-0.1137442705,-0.0308139813
755,2017/10/25,Wed,0,0,0,0,0,0,0
756,2017/10/26,Thu,3.8551815451,1.5887915787,-1.588776019,0.4439286429,-0.1971543343,-0.0828377524,-0.0740566743
757,2017/10/27,Fri,-1.4395165833,1.438374808,0.0254620031,0.0075461377,-0.0062015505,0.0007118438,-0.0006826043
758,2017/10/28,Sat,-3.3527342931,2.5373576791,-2.3255429877,2.2179927936,0.2350795373,0.1978126097,-0.1776214179
759,2017/10/29,Sun,-5.3777826293,5.3735171559,5.3352182081,3.3971362095,-1.317347035,-1.0045541138,-0.6863733663
760,2017/10/30,Mon,-0.9851462605,0.2416090764,-0.1883260771,-0.179108392,-0.1790224484,-0.026831385,0.0002374929
761,2017/10/31,Tue,-0.0177026186,0.0075799545,-0.0074673638,-0.0007914473,0.0006504255,-0.0004922437,0.0004720244
762,2017/11/01,Wed,2.8913861589,2.8707782322,2.3736417748,-0.0630229284,0.0154564983,-0.0130796042,0.0126364381
763,2017/11/02,Thu,-1.6161505813,-1.4448332276,0.9588402868,-0.4258331187,0.288191913,-0.1815286261,-0.1726436445
764,2017/11/03,Fri,-2.7939452443,-0.0989009196,0.0937859758,0.0908190059,-0.0822437266,0.0821784937,0.0465218729
765,2017/11/04,Sat,-1.8288637266,0.7389297937,0.0130804799,-0.012637284,-0.0039583611,-0.003613767,-0.0032306956
766,2017/11/05,Sun,-1.1103586816,0.8403222209,0.3463123208,0.1455090217,-0.1343715352,0.1009113092,-0.0863316412
767,2017/11/06,Mon,-0.6435381334,-0.5475888658,0.5442423608,0,0,0,0
768,2017/11/07,Tue,-1.5136049906,-1.1542122763,0,0,0,0,0
769,2017/11/08,Wed,0.449631629,-0.4311626837,0.1742059555,0.0986193218,0,0,0
770,2017/11/09,Thu,-2.9567227866,-2.9171842833,-2.8781745049,2.243439369,1.6716161986,-0.7157570863,-0.6090402274
771,2017/11/10,Fri,-2.68286459,0,0,0,0,0,0
772,2017/11/11,Sat,-5.7225159166,-5.2243437282,-5.0351983816,-1.9114002732,-1.7087854671,-0.878278916,0.2454047409
773,2017/11/12,Sun,-0.061959165,-0.0527212719,0.0286814849,0.0010152759,-0.0010090712,-0.0009099686,0.0009097459
774,2017/11/13,Mon,0.9995201586,-0.7790920495,0.191073872,-0.1616906092,-0.1616763578,-0.1565616391,0.1059565269
775,2017/11/14,Tue,1.9787164932,1.6555043111,1.0876441465,0.0385007568,0.0327604296,-0.0085955129,-0.0077513334
776,2017/11/15,Wed,1.6542800437,1.2614852268,-0.9832849316,0.9825050236,0.504986415,0.3908042809,-0.1191212956
777,2017/11/16,Thu,-1.1516132667,0.8648468765,-0.854496064,-0.6612865413,0.4888102463,0.1531094383,-0.046669383
778,2017/11/17,Fri,4.9179387272,-2.6388327334,-2.1818625843,-0.0772342323,0.0215804415,-0.0197789396,0.0167373423
779,2017/11/18,Sat,-5.433470172,1.4256059415,0.6217990666,-0.4126469297,0.3986655316,-0.3653855501,0.3348837299
780,2017/11/19,Sun,-4.5047669335,-0.6751618982,0.6696112933,-0.2867159511,-0.2742082339,-0.2493368415,0.1429652249
781,2017/11/20,Mon,0.9893582466,0.6630967622,0.6390896001,-0.4025548664,-0.3425353546,0.0030318864,0.0009496741
782,2017/11/21,Tue,1.1322152738,-0.4847949584,0.4683690241,-0.4614119926,0.4260948021,-0.2443150353,-0.2184168264
783,2017/11/22,Wed,2.5802082174,-2.3827150734,-2.3603350783,-0.9345160203,0.6013966953,0.3829321333,0.3641893872
784,2017/11/23,Thu,0,0,0,0,0,0,0
785,2017/11/24,Fri,0.8367785015,0.6475750848,0.5888383583,-0.3376292402,0.1309264189,-0.1241551849,0.1114823772
786,2017/11/25,Sat,-1.6764929892,1.0788871689,0.2738467692,0.2619004582,0.066476455,0.0432288303,0.0181633296
787,2017/11/26,Sun,-6.9944478393,-6.9009152293,-6.1693951908,-1.932432144,1.7499687356,1.6100168028,1.5884870013
788,2017/11/27,Mon,-0.1586226688,0.1191236013,-0.0292152997,0.0219403175,0.0217068341,0.0159152406,-0.0159113441
789,2017/11/28,Tue,1.9812147114,0.279589036,0.1818133504,-0.1170038241,-0.0768699444,0.0201687404,-0.0052917703
790,2017/11/29,Wed,-2.5386612125,2.0863170656,0.6183188235,-0.1516439191,0.1261335818,0.0341703174,0.0193440776
791,2017/11/30,Thu,1.5184309561,0.3854132514,-0.372354591,-0.0065913931,0.0042418128,0.00125714,0.0001553487
792,2017/12/01,Fri,-4.2775998949,4.2514580015,-3.6372072601,-3.3073032024,3.1952443947,3.0558548244,-1.2346803877
793,2017/12/02,Sat,3.9419195923,-0.4524725064,-0.3891577597,0.1087367093,0.1052967649,-0.1012320457,-0.0691679811
794,2017/12/03,Sun,-4.0136731039,-4.0133193392,-3.9596515957,-3.3128648342,-1.7027411524,1.7013905963,1.3166903282
795,2017/12/04,Mon,0.8939966636,-0.4995555453,0.4802714483,0.1823147586,-0.1801327471,0.1650955442,0.1598726577
796,2017/12/05,Tue,1.7018070491,-0.4755112645,-0.180507756,-0.1788123108,-0.0529943504,0.0448449006,-0.0444762241
797,2017/12/06,Wed,-1.9909016526,-1.779859435,-1.7790053847,0.313239476,-0.2441595432,-0.0723612168,-0.068819472
798,2017/12/07,Thu,-3.8356970987,-2.9249432361,-0.9161764085,0.4068855498,0.1676850564,0.0731383116,0.0077517477
799,2017/12/08,Fri,2.1808237762,1.1208964373,-0.1286618888,0.1236952172,0.0943248332,-0.0263558203,0.0147273437
800,2017/12/09,Sat,-3.219437508,3.2186493039,-2.7536187848,2.6262712207,-1.3697343869,1.0523048275,-0.0093142755
801,2017/12/10,Sun,-2.7144714479,2.0385334391,-1.7440060849,-0.718737146,0.3639437957,0.1499879658,-0.0666115558
802,2017/12/11,Mon,-0.2452519855,-0.2027813753,-0.200876722,-0.1921136615,-0.1223260699,-0.0803665886,-0.0764330181
803,2017/12/12,Tue,-1.9227949838,1.8997822506,-1.0893007032,-0.2950978657,0.2649765421,-0.2633571788,-0.0713449841
804,2017/12/13,Wed,2.9680747399,-1.8695546448,-1.5458013982,-0.6742240885,0.3617703865,-0.1010842528,-0.0994252323
805,2017/12/14,Thu,2.055913824,-0.0545868846,0.0296964176,0.0195101484,-0.0047849026,-0.0005071399,-0.0001373871
806,2017/12/15,Fri,1.2691168138,-1.0739525431,-1.0734372162,1.0179213419,0.9293064547,-0.8863284964,0.4622655155
807,2017/12/16,Sat,1.7782114723,0.9805532507,-0.1726515215,0.1306631023,-0.0506687515,0.0483254562,-0.0244703506
808,2017/12/17,Sun,-1.2325293396,0.3233847052,0.2940528803,0,0,0,0
809,2017/12/18,Mon,-0.536572918,-0.4614899508,-0.4571553398,0.2384298256,0.1001803533,-0.0522491637,0.0519298509
810,2017/12/19,Tue,0.3347114006,0.3018388409,-0.074026575,-0.0619347514,-0.0103651337,0.0016441452,-0.0004593996
811,2017/12/20,Wed,0.1061949082,0.040312409,-0.0297981546,0.0267565878,-0.0172188846,0.0154613131,0.0115204279
812,2017/12/21,Thu,-0.1062046161,-0.0821907627,-0.0029094135,0.0019690095,0.0018831133,0.001683497,0.0002375751
813,2017/12/22,Fri,3.6659516004,3.5499772459,3.5121992636,1.3332580215,-1.2715983748,1.1418033794,1.1412554949
814,2017/12/23,Sat,1.8793726946,1.4003453282,1.2883541644,-1.180804353,-0.8657543215,0,0
815,2017/12/24,Sun,-6.9572205775,-6.7371251553,-6.4932101414,6.4398285093,-3.5034026595,-2.6104314281,1.4586804948
816,2017/12/25,Mon,0.5514266812,0.3585860655,0.2331841581,0.0691084575,-0.0686861118,0.0535384936,-0.0480736954
817,2017/12/26,Tue,-1.5019744935,-1.2918023102,-0.1369149125,0.1254854676,0.0476352546,0.0354936551,0.0326550869
818,2017/12/27,Wed,-2.7495646437,-1.5161833064,-0.5755549169,-0.4758853119,-0.2517826791,-0.2394590886,-0.2037565824
819,2017/12/28,Thu,-1.2192424844,0.9156355565,-0.8291797475,-0.8203558211,-0.8145088565,0.634882017,-0.6133707985
820,2017/12/29,Fri,-4.2311020209,3.1275489394,-3.1267832321,-3.1265076377,-3.0275988837,-0.0535943287,0.0149750861
821,2017/12/30,Sat,1.5229401766,-1.5104198622,-0.9822076699,-0.9660874276,-0.2617186761,0.2214716839,-0.1188357077
822,2017/12/31,Sun,3.5978491919,-3.5969683426,-3.3093045337,3.1733724497,-0.9672776274,0.8865307883,-0.8865221061
823,2018/01/01,Mon,-0.7794660696,-0.6703949193,0.6019661551,-0.5741268173,-0.5282116211,0.2674682162,0.2237787912
824,2018/01/02,Tue,1.525116901,1.5142468561,1.4594241336,-1.4099755894,-1.0505913677,-0.129824856,-0.1234705334
825,2018/01/03,Wed,0,0,0,0,0,0,0
826,2018/01/04,Thu,1.2529151297,1.2439851627,-0.9696442254,0.8886998264,0.5030997586,-0.2234329764,0.1836212053
827,2018/01/05,Fri,0.1769915137,-0.049454172,-0.0362593202,0.0088926703,0.0076483136,0.0063238451,-0.0040696354
828,2018/01/06,Sat,-3.9818033053,-3.9798926711,0.7007620694,-0.201751724,-0.0546557098,0.0234026277,0.0073303766
829,2018/01/07,Sun,-5.3777826293,2.9256272801,-1.2527028987,1.2043454249,0.8830144076,-0.356771062,-0.2019708228
830,2018/01/08,Mon,0.9092974268,0.269487186,-0.1466067183,0.1353852124,0.1119403764,0.0941945788,0.0912146825
831,2018/01/09,Tue,1.9998237202,-1.6922916368,-1.6310228718,-0.2015505895,0.1513619223,0.0777967671,0.0505902917
832,2018/01/10,Wed,1.3084942657,0,0,0,0,0,0
833,2018/01/11,Thu,-1.0494994148,0.6017639391,0.0637794626,0.053361447,-0.0298177922,-0.0189861216,-0.0127250526
834,2018/01/12,Fri,2.5698922799,1.9596930749,-0.5475686168,-0.4709470149,0.2562051182,0.0361556683,-0.0361553143
835,2018/01/13,Sat,-3.219437508,1.4297929834,-1.3558471519,0.3557401981,0.0377040184,-0.005980712,-0.0008439981
836,2018/01/14,Sun,-5.8224231984,5.521299938,5.0797397076,-4.9076267985,-4.1059936328,-2.6975827912,-1.4272443492
837,2018/01/15,Mon,-0.2794154982,-0.1106276231,0.0817738035,-0.0790031247,0.0715435202,0.0639596684,0.0278969531
838,2018/01/16,Tue,1.525116901,-0.8183364258,0.2286558801,0.0580382044,0.0574205761,-0.0245864956,0.0166394507
839,2018/01/17,Wed,2.6819899908,1.5182950159,0.9974994783,0.9486765205,0.6955604417,0.6735560123,-0.0178836894
840,2018/01/18,Thu,3.9714905923,-1.0420192632,0.9992175661,0.9991294952,-0.5728827403,-0.3159028282,-0.1377856798
841,2018/01/19,Fri,0.0885096255,-0.0007834261,0.0006629511,-0.0004399568,-0.000418423,-0.0003459641,9.9604220287364E-05
842,2018/01/20,Sat,4.4706789629,-4.4339248559,-4.2733963193,1.2303249737,-1.1666952006,-0.0412990299,-0.022773387
843,2018/01/21,Sun,3.7035788028,2.8661651239,0.8494412841,-0.3637160366,0.1016278976,-0.1015472898,-0.1015383394
844,2018/01/22,Mon,-0.5215510021,0.4065313097,-0.4031891562,0.3411868907,0.3263029294,0.3239772536,0.1413074595
845,2018/01/23,Tue,-1.6436356733,1.3908780437,1.0763875572,-0.4780373506,0.0841707229,-0.0470336782,-0.0465919076
846,2018/01/24,Wed,1.9508635205,1.9325397533,1.9008224189,-1.5621297682,0.8956968908,0.4738977169,0.0502272398
847,2018/01/25,Thu,-3.5917107228,3.5697605355,3.0702418227,2.9731130681,2.031414333,1.9980742438,-1.0869945698
848,2018/01/26,Fri,4.1341433975,-3.7437908062,-3.7171074916,-0.1315792963,0.1265000054,-0.0640552563,-0.0263983552
849,2018/01/27,Sat,5.4107300859,-0.8582644464,-0.7180717884,0.7178959853,0.600631724,0.382445047,-0.1003439632
850,2018/01/28,Sun,6.9966411101,-6.2824777246,3.4178005109,-1.959704855,-1.7891032402,-0.7083509691,0.1737244816
851,2018/01/29,Mon,0.6832617147,-0.3034451836,-0.2609839187,0.1400369028,0.1356067599,-0.0707258415,0.0274261825
852,2018/01/30,Tue,-1.146763744,0.9424308992,0.099885906,-0.030446285,0.0170130507,-0.0163142273,0.0156441085
853,2018/01/31,Wed,-0.8382464946,0.3722758878,-0.3719806112,-0.342231848,-0.1937400628,0.1311178414,0.0196515762
854,2018/02/01,Thu,0.423950047,0.0523888312,-0.0393433441,-0.0149350379,-0.0123487177,-0.0004371236,5.01751563390389E-05
855,2018/02/02,Fri,-3.8412733066,-3.8051935928,-2.4744711228,0.7542450798,-0.6772575352,-0.2845612917,0.1631622862
856,2018/02/03,Sat,4.0995702884,2.69336274,2.6680649418,0.2827815644,0.2801254977,0.2504312604,-0.1435927449
857,2018/02/04,Sun,-0.9264622507,0,0,0,0,0,0
858,2018/02/05,Mon,-0.5587890489,0.5298896758,-0.3038291342,0.0797171246,-0.035403385,0.0107913278,-0.0107912221
859,2018/02/06,Tue,-0.6096212422,0.2363999223,0.0974247779,0.0146017539,-0.0091974695,0.0071691154,0.001819689
860,2018/02/07,Wed,-2.3383982088,-2.0905201969,0.5127042289,-0.1562776945,0.085018365,0.0266301989,-0.0118268087
861,2018/02/08,Thu,1.6806681473,-0.5122855018,-0.0542958656,-0.0466982129,0.0422888912,-0.017086304,-0.0152750988
862,2018/02/09,Fri,4.9179387272,-3.6352453744,3.5120751546,1.8581781566,1.7993936893,1.2294568176,-1.1268236656
863,2018/02/10,Sat,2.521002221,-1.352701518,1.0237278842,0.8464475747,-0.7816591628,-0.3284274142,-0.2986382027
864,2018/02/11,Sun,-3.5445594878,1.5177189437,0.4753932568,0.4690361042,-0.3522401326,-0.2997223703,-0.2975861435
865,2018/02/12,Mon,0.379607739,-0.217660196,-0.0364266745,0.019545567,-0.0167216231,-0.0165645629,0.0019013603
866,2018/02/13,Tue,-1.1175780977,-0.8193974432,0.6153570299,0.5236094655,0.0876290288,-0.0673214098,0.0673049278
867,2018/02/14,Wed,-2.8841924756,-1.4824127954,1.4057455799,-1.4057318128,-1.3369277818,0.1769447317,0.0729221948
868,2018/02/15,Thu,-2.5195519771,-0.3776234199,-0.3725736855,-0.3204392283,-0.0949681187,0.0265355642,0.0039770763
869,2018/02/16,Fri,-3.6959034832,-0.1308287104,0.032086001,-0.0042466384,0.003593592,0.0005385975,-0.0005203487
870,2018/02/17,Sat,-4.9906484558,-3.6590951387,2.4763729774,-2.2425497846,1.7479914665,-1.6761914492,-0.4254565503
871,2018/02/18,Sun,-0.1858580782,-0.1777501921,0.1762888817,0.1364283228,0.1354559501,-0.0011989625,0.0010765816
872,2018/02/19,Mon,-0.6298879943,0.6055727379,0.4617846086,0.4215840653,0.3878683174,0.3245122147,0.0879122374
873,2018/02/20,Tue,-1.0431020042,-0.8875791718,-0.7468721198,0.2150269604,0.1412698314,0.1351070661,-0.1223500356
874,2018/02/21,Wed,-2.8841924756,-1.0948617846,1.0858607654,-1.0769337449,-0.6096604174,0.6023637724,0.5980705138
875,2018/02/22,Thu,2.6011513606,0.0460453866,-0.0425210012,-0.0126018887,0.0081097959,0.0080336235,-0.0010632641
